entry_time_app,entry_time_tpl,exit_time_app,exit_time_tpl,entry_name,direction,entry_price,exit_price,quantity,pnl_currency
2024-10-31 10:56:00,2024-10-31 08:56:00,2024-10-31 16:48:00,2024-10-31 14:48:00,NYO_S_TP2,SHORT,21369.50,21301.75,1,133.60
2024-11-01 11:06:00,2024-11-01 09:06:00,2024-11-01 11:16:00,2024-11-01 09:16:00,NYO_L_TP1,LONG,21330.00,21422.25,1,182.60
2024-11-01 11:06:00,2024-11-01 09:06:00,2024-11-01 11:39:00,2024-11-01 09:39:00,NYO_L_TP2,LONG,21330.00,21425.00,1,188.10
2024-11-05 11:56:00,2024-11-05 08:56:00,2024-11-05 12:34:00,2024-11-05 09:34:00,NYO_L_TP1,LONG,21464.00,21448.50,1,-32.90
2024-11-05 11:56:00,2024-11-05 08:56:00,2024-11-05 12:34:00,2024-11-05 09:34:00,NYO_L_TP2,LONG,21464.00,21448.50,1,-32.90
2024-11-07 12:06:00,2024-11-07 09:06:00,2024-11-07 16:37:00,2024-11-07 13:37:00,NYO_L_TP1,LONG,22302.00,22405.50,1,205.10
2024-11-07 12:06:00,2024-11-07 09:06:00,2024-11-07 16:43:00,2024-11-07 13:43:00,NYO_L_TP2,LONG,22302.00,22360.00,1,114.10
2024-11-11 11:51:00,2024-11-11 08:51:00,2024-11-11 12:34:00,2024-11-11 09:34:00,NYO_S_TP1,SHORT,22388.75,22415.50,1,-55.40
2024-11-11 11:51:00,2024-11-11 08:51:00,2024-11-11 12:34:00,2024-11-11 09:34:00,NYO_S_TP2,SHORT,22388.75,22415.50,1,-55.40
2024-11-13 12:41:00,2024-11-13 09:41:00,2024-11-13 13:21:00,2024-11-13 10:21:00,NYO_S_TP1,SHORT,22305.75,22335.50,1,-61.40
2024-11-13 12:41:00,2024-11-13 09:41:00,2024-11-13 13:21:00,2024-11-13 10:21:00,NYO_S_TP2,SHORT,22305.75,22335.50,1,-61.40
2024-11-14 11:51:00,2024-11-14 08:51:00,2024-11-14 12:38:00,2024-11-14 09:38:00,NYO_S_TP1,SHORT,22280.50,22307.25,1,-55.40
